profile,category,sample,source_width,source_height,width,height,quality,tile,layer,prefix_bytes,full_bytes,fraction_of_full,decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy
chat_preview,photo,kodak_01,768,512,512,341,14,64,1,5539,13160,0.4208966565349544,5.17571,21.806641517707437,0.5555796055653223,0.8673135043377184,0.8743291458238702,0.9141211686083979
chat_preview,photo,kodak_01,768,512,512,341,14,64,2,10369,13160,0.7879179331306991,5.23987,24.15078938945903,0.7468889147043409,0.9432136027482442,0.950944766430702,0.9609003139647643
chat_preview,photo,kodak_01,768,512,512,341,14,64,3,13160,13160,1.0,5.32846,25.680931569228463,0.8106404312150578,0.9563060129436574,0.9641043768907406,0.9729170933267185
chat_preview,photo,kodak_01,768,512,512,341,15,64,0,2800,13192,0.21224984839296543,4.57437,20.36854897220858,0.3605210183924563,0.742138018151079,0.7487164397977082,0.8458367723754233
chat_preview,photo,kodak_01,768,512,512,341,15,64,1,5568,13192,0.4220739842328684,4.59396,21.80832616636783,0.5561679785451515,0.8676632755888583,0.8746869449723315,0.9141987233126759
chat_preview,photo,kodak_01,768,512,512,341,15,64,2,10398,13192,0.7882049727107338,5.17429,24.152348834879692,0.7472920137018538,0.9433945636064199,0.951141357956845,0.9609321238332262
chat_preview,photo,kodak_01,768,512,512,341,15,64,3,13192,13192,1.0,5.24983,25.709090809371574,0.8112454509167812,0.9564877803590704,0.9642841581119004,0.9730595024304068
chat_preview,photo,kodak_01,768,512,512,341,16,64,0,2800,13366,0.20948675744426157,4.38871,20.36854897220858,0.3605210183924563,0.742138018151079,0.7487164397977082,0.8458367723754233
chat_preview,photo,kodak_01,768,512,512,341,16,64,1,5568,13366,0.4165793805177316,6.442,21.80832616636783,0.5561679785451515,0.8676632755888583,0.8746869449723315,0.9141987233126759
chat_preview,photo,kodak_01,768,512,512,341,16,64,2,10421,13366,0.7796648211880892,5.34333,24.18043629985828,0.7475088162250074,0.9437467862432328,0.9513697931921992,0.9611754722137699
chat_preview,photo,kodak_01,768,512,512,341,16,64,3,13366,13366,1.0,8.88329,25.79881677033173,0.8145153985968815,0.957485260730495,0.9651433237959729,0.9739831960448292
chat_preview,photo,kodak_01,768,512,512,341,17,64,0,2834,13559,0.20901246404602108,4.37012,20.37835230791055,0.3601075006279672,0.7423428782051184,0.748434256060516,0.8464423978456524
chat_preview,photo,kodak_01,768,512,512,341,17,64,1,5701,13559,0.4204587358949775,5.00017,21.828811302882055,0.5578842138533245,0.8687581541879276,0.875590245588485,0.9155087027843961
chat_preview,photo,kodak_01,768,512,512,341,17,64,2,10609,13559,0.7824323327679032,6.35408,24.208051011815513,0.7491390677348426,0.944575041892735,0.9520560748136093,0.9620835731574571
chat_preview,photo,kodak_01,768,512,512,341,17,64,3,13559,13559,1.0,6.42217,25.865922172839024,0.8161812145540642,0.9583174525633358,0.9657908096929584,0.9746984945898134
chat_preview,photo,kodak_01,768,512,512,341,18,64,0,2834,13841,0.2047539917636009,5.03104,20.37835230791055,0.3601075006279672,0.7423428782051184,0.748434256060516,0.8464423978456524
